0,1,2,3,4,5
0.9987935,5.027175e-05,0.00016550953,0.00043668048,0.00033411532,0.00021997473
0.99940467,0.00013384994,7.484416e-05,8.742988e-05,0.00015190462,0.00014732411
0.9988387,7.926445e-05,0.00017803116,0.00031587202,0.0003543979,0.00023383305
0.9993026,0.00010474399,7.465383e-05,0.00013414897,0.00017237345,0.00021144706
0.9964709,0.00033083043,0.0013287475,0.00083318586,0.000727223,0.0003091007
0.99854183,0.0008108082,0.00012825137,0.00012387022,0.00014680637,0.00024854235
0.99940133,0.00012391717,0.000100070014,0.000105276915,0.00012939122,0.0001399584
0.99928445,0.00019155644,6.2215375e-05,0.00011152894,0.00018142616,0.00016891115
0.99946743,9.987869e-05,8.76582e-05,0.00010558392,0.00011330298,0.0001261432
0.9993979,0.00013160774,7.0654e-05,9.5981624e-05,0.00014180985,0.00016206177
0.99943215,0.00010109643,0.000108217006,0.00011584209,0.0001178304,0.00012487339
0.97914207,0.003337561,0.0021389925,0.0034803166,0.008710264,0.0031908303
0.9989095,0.00038007417,0.00018801242,0.00013477774,0.00017108575,0.00021648644
0.99907243,0.00030475782,8.189557e-05,0.00019334194,0.00022563407,0.000121758654
0.9983027,0.0003043381,0.00021278931,0.00019331646,0.00050672976,0.00048007056
0.99889934,0.00015421434,0.0001423339,0.00023999509,0.00025692992,0.00030713968
0.9971853,0.000347053,0.0004533801,0.0005423787,0.000644427,0.0008274587
0.9991381,0.0001474324,6.827234e-05,0.00017256083,0.00021698707,0.0002566531
0.9992613,0.00013891666,8.7376655e-05,0.00013889268,0.00017497037,0.00019838578
0.9990183,0.00023860435,8.7543725e-05,0.00022177465,0.00022587719,0.00020782245
0.9994017,0.000100828176,5.605483e-05,0.0001323385,0.00015009292,0.00015894041
0.99849033,0.00024299866,0.00015497295,0.0002883238,0.0003520709,0.00047127932
0.9903188,0.00572767,0.0012976411,0.001176291,0.00094862015,0.0005309866
0.9966125,0.0010431074,0.00033500497,0.000878509,0.00046019253,0.0006707381
0.998979,0.00028549487,0.000117261094,0.00017343921,0.00019230349,0.00025250952
0.9993088,0.00013514304,8.677683e-05,9.190204e-05,0.00020522268,0.00017209625
0.99842525,0.00015324034,0.00047989146,0.00037154552,0.00038191758,0.00018816732
0.9992467,0.00011125607,7.60587e-05,0.00012657055,0.00019852331,0.00024075998
0.99881184,8.553602e-05,0.00016440976,0.00043707655,0.00033634884,0.00016472365
0.998192,0.00014729335,0.00017580068,0.00030843302,0.0004458502,0.0007306505
0.999382,0.00011965234,6.465233e-05,0.0001320584,0.0001714122,0.00013010268
0.9985567,0.00080400804,0.00013496047,0.00018637904,0.0001351971,0.00018273128
0.9976882,0.00020278513,0.00018812311,0.00078996026,0.00081754295,0.00031335128
0.9989827,0.0002844236,0.00018941655,0.00011105975,0.00016949115,0.00026277805
0.9992593,0.0001503589,7.44572e-05,0.00012271153,0.00021650072,0.00017677824
0.99948007,0.00014029964,7.5669384e-05,9.5684525e-05,0.000120637,8.758953e-05
0.99915826,0.00026919422,0.00013282357,0.00015222793,0.00013575351,0.0001516858
0.99928635,0.000121741396,6.3179155e-05,0.00018361169,0.00019504417,0.00015014673
0.99898976,0.0001626481,0.00010906615,0.00023431558,0.00028699008,0.00021712622
0.8782996,0.102373324,0.012458238,0.0024987673,0.0021996724,0.0021704058
0.99934846,0.00013242106,7.538471e-05,9.194556e-05,0.00019567485,0.00015601928
0.9993593,9.141671e-05,9.0529174e-05,0.00021166485,0.00015067814,9.636469e-05
0.99540615,0.0007318862,0.0012127233,0.00080941524,0.0012036054,0.0006362022
0.2198176,0.00561006,0.13957709,0.15912466,0.26584387,0.2100267
0.983826,0.0006171318,0.0023864885,0.0039089033,0.0045011635,0.004760435
0.9992459,0.00012714244,0.00018776338,0.00014722894,0.00016532098,0.0001267265
0.9984705,6.61406e-05,0.00033861352,0.0005697279,0.000368074,0.00018701529
0.9970837,0.00014277457,0.00042917067,0.0011663093,0.00087806187,0.00029998543
0.9991473,0.00017031682,0.00012535101,0.0001293502,0.00024666946,0.00018109774
0.99911493,0.000114835326,0.00018944938,0.0001304851,0.00019427136,0.00025598492
0.9992982,0.00011975041,9.857467e-05,0.00012958903,0.0002126524,0.000141225
0.99770397,0.00035653004,0.0004798371,0.00034245593,0.00049378007,0.0006234692
0.99431545,0.0009577054,0.0005144426,0.002504942,0.0013084739,0.00039904943
0.9915127,0.00025133532,0.0016090416,0.004407727,0.0017970324,0.00042217542
0.99600405,0.0023018837,0.0002664006,0.00057552004,0.00053289067,0.0003192332
0.99785787,0.00023454502,0.00023455509,0.00091556093,0.00046650207,0.00029086534
0.9993266,0.00013675753,0.000101449354,0.0001068538,0.00016695079,0.00016145986
0.9991492,8.168812e-05,0.00019442166,0.00016329999,0.00017945381,0.00023191268
0.99869376,0.00028829728,0.00031362372,0.00020312509,0.00029053792,0.0002107754
0.9985238,0.00040941418,0.0002091771,0.00015722096,0.00030312387,0.00039730043
0.9991973,8.7134904e-05,0.00016988035,0.0001538126,0.0002460287,0.00014596943
0.9980414,0.00071156025,0.0002844728,0.0002870588,0.00030210958,0.00037345773
0.999074,8.681057e-05,0.0001230695,0.0003691344,0.00021915276,0.00012790407
0.99927396,0.00015424937,8.8170804e-05,0.00013660798,0.00015126939,0.0001957295
0.999374,7.3810246e-05,0.00012881652,0.00015469146,0.0001843389,8.4476545e-05
0.90579724,0.08382181,0.0054135867,0.0012826602,0.0013340608,0.0023506905
0.0051790937,0.003969612,0.94192153,0.017746415,0.018202158,0.012981191
0.99178374,0.0053345994,0.0012562921,0.00025532872,0.00070308143,0.00066689745
0.14409576,0.040561773,0.65206224,0.05870878,0.048200604,0.056370836
0.9984542,0.00054880977,0.00017365787,0.00026767916,0.00035245795,0.00020317051
0.009197475,0.90681034,0.07061756,0.010315218,0.0022001294,0.00085913716
0.9990331,0.00021157456,0.00024387059,0.00013199932,0.00022695324,0.00015249975
0.99927515,0.00024651855,0.00010676997,0.00011262271,0.00013742641,0.000121538425
0.99934334,7.9038124e-05,0.00016075288,0.00017160657,0.00014267678,0.00010262647
0.9980552,0.00011920597,0.000542285,0.00038521134,0.00056912255,0.00032899296
0.99807054,0.0009999407,0.00019009391,0.00023237767,0.00027177704,0.00023529677
0.9993332,0.00012571065,8.495785e-05,0.00010596898,0.00015336988,0.00019680485
0.9989524,0.00032485573,0.00010254544,0.00016231816,0.0001872332,0.00027065352
0.97611177,0.00022875328,0.008340328,0.008191888,0.0060442723,0.001082918
0.998904,0.00034428842,0.00013310496,0.00018223001,0.00017929362,0.00025707352
0.99874145,0.00034968343,0.00023019438,0.00020922271,0.00027908268,0.00019044422
0.9992567,0.00011192594,0.00012266288,0.00018755316,0.00014366039,0.0001775357
0.9994355,0.00014989458,6.745076e-05,8.008303e-05,0.00013607545,0.0001310247
0.9987746,0.00012108198,0.0001525272,0.00023871657,0.00041449763,0.00029859558
0.97770005,0.00027020453,0.0010424529,0.012653012,0.007119128,0.001215152
0.9992073,0.00014540112,9.9349556e-05,0.00015303266,0.0002361239,0.00015882176
0.99808735,0.00034238287,0.00034041412,0.00039624065,0.0005053347,0.00032827235
0.99903595,0.00019138682,0.00013254312,0.00016608213,0.00022610251,0.00024789886
0.9990023,0.0001490182,0.00018635235,0.0001599264,0.00022937628,0.0002730944
0.9992151,0.00013317983,0.00012025645,0.00014661675,0.00018506382,0.00019960997
0.99883515,0.00016040383,0.000137428,0.00029780713,0.00032006003,0.00024919029
0.99917704,0.0001964797,0.00010413464,0.0001235215,0.00022080612,0.00017804645
