0,1,2,3
0.034923915,0.96424806,0.0005793698,0.00024864072
0.9997392,0.00013222243,4.3199892e-05,8.545393e-05
0.9990068,0.00056676683,0.0001456988,0.0002808273
0.99964786,0.0001512103,6.838715e-05,0.00013256424
0.9996861,7.761683e-05,0.00012433631,0.00011199273
0.9996184,0.00013248033,3.645117e-05,0.00021266982
0.99980026,3.4897133e-05,7.811836e-05,8.679235e-05
0.99972576,9.419692e-05,9.038412e-05,8.969546e-05
0.9996828,0.00020701977,5.2011295e-05,5.821696e-05
0.99959666,0.00010537856,0.00012587768,0.00017217702
0.99980134,7.6482305e-05,4.6554487e-05,7.560114e-05
0.9962022,0.0012123107,0.0012225533,0.0013629148
0.9996631,0.00014064246,6.30289e-05,0.00013317424
0.9997296,0.0001262154,5.0329178e-05,9.396149e-05
0.9998056,4.7811336e-05,7.2179675e-05,7.429584e-05
0.99942553,0.00021283796,0.00017106741,0.00019051833
0.9981425,0.0008405318,0.00041195742,0.00060508394
0.9997322,7.7448945e-05,8.590944e-05,0.00010445795
0.99955744,0.00019793728,9.256409e-05,0.00015203495
0.99956447,0.00022605628,3.9509057e-05,0.00016985269
0.9997774,4.684852e-05,7.882557e-05,9.694684e-05
0.9997447,0.00010175726,9.30158e-05,6.0533515e-05
0.9993332,0.00018240779,0.00025377568,0.00023066778
0.9981135,0.00093946897,0.00026433668,0.00068261055
0.99976605,6.814274e-05,8.077348e-05,8.497698e-05
0.99956137,9.4165174e-05,0.00018511417,0.00015925503
0.9996805,0.00012857799,9.823298e-05,9.27571e-05
0.99956185,7.041748e-05,6.6458975e-05,0.00030122238
0.99976116,6.397969e-05,5.3906788e-05,0.00012097674
0.99971133,9.986802e-05,5.471361e-05,0.00013404994
0.99979097,8.8970904e-05,4.452686e-05,7.5464064e-05
0.9990446,0.000421896,0.00016281889,0.00037062922
0.9974241,0.002123941,0.0003033577,0.00014868479
0.999617,0.0002462074,5.60615e-05,8.078587e-05
0.99960965,0.00019282113,0.00010570483,9.18073e-05
0.99966633,0.00013596729,8.998391e-05,0.00010776341
0.9995846,0.00025079344,7.6796794e-05,8.783627e-05
0.99965703,0.00012850534,7.46709e-05,0.00013974795
0.99962866,0.00013130876,0.00011076736,0.00012917293
0.9835808,0.012481648,0.0013534642,0.0025841051
0.99960226,0.00015900309,0.00015127622,8.7370805e-05
0.23129602,0.7670102,0.000674596,0.0010192199
0.99963665,0.00013118362,9.342524e-05,0.00013873194
0.34194106,0.65015703,0.0038551413,0.004046807
0.9990798,0.00036012038,0.00024135929,0.0003186769
0.9996586,0.00022655002,5.4782042e-05,6.0105907e-05
0.9996724,7.068378e-05,0.00017125119,8.5707914e-05
0.9990288,0.0006691709,0.00015469453,0.00014731548
0.9997228,3.933803e-05,0.0001114408,0.00012640787
0.9972389,0.0023718055,0.00014145601,0.00024788946
0.99965024,0.00019191735,4.8352555e-05,0.000109490415
0.99688464,0.0012223938,0.0010327806,0.00086017506
0.995327,0.0018329007,0.001754934,0.0010850999
0.9995486,0.00010978312,0.00013374531,0.00020788658
0.043789558,0.9235278,0.028659578,0.0040229755
0.65943116,0.3385253,0.0014173312,0.0006262289
0.9997253,8.729593e-05,0.000110141904,7.722964e-05
0.999653,0.00014310655,5.7982896e-05,0.00014589625
0.9996555,0.000108856715,8.422142e-05,0.0001514074
0.99949324,9.484333e-05,0.00011401862,0.00029781985
0.999585,0.00024288836,8.596752e-05,8.628028e-05
0.99959725,0.00010690874,0.00013265263,0.00016326153
0.9996989,9.1990085e-05,0.00012268228,8.64791e-05
0.999624,0.00016518195,9.679498e-05,0.000113983195
0.9997383,0.0001667495,4.5342447e-05,4.9674472e-05
0.0363549,0.20366246,0.7559267,0.004055848
0.99611413,0.0002311987,0.00026546858,0.003389185
0.8476782,0.00042666285,0.09899201,0.052903194
0.98068297,0.017999241,0.00039722543,0.0009205927
0.9984053,0.00021529096,0.0003832532,0.0009961639
0.0068978798,0.00070380286,0.9835128,0.008885408
0.99979407,5.927205e-05,7.1791794e-05,7.488625e-05
0.9997105,0.00019530064,4.264869e-05,5.1467894e-05
0.99976796,0.00014028478,4.420711e-05,4.7604753e-05
0.9995296,0.00010592604,0.00022382858,0.00014074858
0.99939716,6.652844e-05,0.00016058686,0.00037572405
0.018431546,0.9759414,0.004468377,0.001158587
0.99964166,0.00021237177,8.428839e-05,6.1728366e-05
0.99973446,0.00011189587,6.727112e-05,8.6408065e-05
0.9931463,0.005431959,0.00022449899,0.0011972509
0.9996239,0.00016428629,8.483179e-05,0.00012697773
0.9997522,0.00012646744,6.520188e-05,5.6127454e-05
0.999529,0.00031070405,7.61193e-05,8.417768e-05
0.99969244,8.540251e-05,6.994756e-05,0.00015218982
0.05694765,0.88318366,0.057608295,0.0022604787
0.99942255,9.096235e-05,0.00024243211,0.000244089
0.9855273,0.013404723,0.0006833194,0.00038473535
0.99950063,0.00019545582,8.8474866e-05,0.00021540573
0.9994973,0.0002884071,5.4919972e-05,0.00015935724
0.9990533,0.0005442162,0.00017800403,0.00022443052
0.9996019,0.00015610707,8.018357e-05,0.00016186129
0.999358,0.00028654686,9.842725e-05,0.0002570349
0.99982244,6.417924e-05,4.279469e-05,7.061151e-05
0.99963033,0.00014669348,7.7790864e-05,0.0001451059
0.9996351,0.00012729512,5.959492e-05,0.00017800259
0.9996742,0.00010997086,5.8510115e-05,0.00015733951
0.003678335,0.98648757,0.009337285,0.00049681705
0.99960595,0.00015151661,0.0001140454,0.00012856067
0.9992849,0.00030017266,0.00011777641,0.00029710648
0.9995421,0.00027251773,5.4905257e-05,0.00013046808
0.9961903,0.0016168006,0.0009546318,0.0012382268
0.99974316,0.00014324892,5.8798658e-05,5.4881904e-05
0.99943084,0.00029872396,0.0001021145,0.00016829798
0.99979085,6.5011795e-05,6.097027e-05,8.313928e-05
0.9974642,0.002257326,9.622489e-05,0.00018227792
0.9997645,0.00012242152,5.1979e-05,6.116848e-05
0.999729,7.324727e-05,0.00012022103,7.752599e-05
0.99955934,0.0003165029,6.989257e-05,5.4247488e-05
0.9990075,0.00072039815,0.00012485926,0.00014730096
0.9535593,0.018782802,0.0016375802,0.026020307
0.9985084,0.00095539837,0.00016825863,0.00036788773
0.49534678,0.5033792,0.00073284516,0.0005412026
0.9996006,8.4830775e-05,0.0001766554,0.00013801458
0.9995252,0.000121447745,0.00015782383,0.00019551898
0.9996593,9.418535e-05,8.093286e-05,0.00016556076
0.34640375,0.00065678736,0.009172972,0.6437665
0.999526,0.0002662986,0.00011060451,9.7067605e-05
0.9997353,0.0001123458,6.3187166e-05,8.912459e-05
0.99972814,0.00014798093,6.3106985e-05,6.0715152e-05
0.9995906,0.00020543483,5.3621097e-05,0.0001503296
0.99639636,0.0005099294,0.00013693434,0.0029567382
0.99981076,6.5675566e-05,6.214273e-05,6.14695e-05
0.99912316,0.00067846314,4.1230298e-05,0.00015716627
0.9997009,0.0001891953,4.2984953e-05,6.691216e-05
0.9996326,0.00014428436,9.4457195e-05,0.00012865647
0.9993512,0.00014899847,0.00011151991,0.00038828008
0.9988192,0.00067554356,0.00020944663,0.00029577976
0.99976784,7.930505e-05,7.1704446e-05,8.1076076e-05
0.9996859,5.6788005e-05,0.00011025968,0.00014710553
0.99940264,0.00021047248,8.895977e-05,0.00029794424
0.99899894,0.00071225857,0.00013597542,0.00015279996
0.9981198,0.0014894075,0.00018928216,0.00020146504
0.99952745,0.00018749558,0.000105495135,0.00017956369
0.99969435,8.417314e-05,0.00010053024,0.00012093243
0.99973017,0.00011962372,7.66114e-05,7.351903e-05
0.9158348,0.08117801,0.0008317635,0.0021553729
0.99941885,0.00014544702,0.00018255203,0.0002531887
0.9996499,0.00014364348,5.885814e-05,0.00014761006
0.99923575,0.0003005876,8.7118315e-05,0.0003766457
0.9996909,5.0598657e-05,6.791135e-05,0.00019063072
0.9996418,0.00013145305,0.00010247274,0.00012428965
0.9972282,0.00019060558,0.00012424443,0.0024569833
0.99978286,6.9738795e-05,6.6248314e-05,8.117547e-05
0.9993616,0.00019871548,7.791553e-05,0.00036184516
0.9992843,0.00028277174,0.0002124745,0.00022043823
0.99936324,0.0004329686,0.00012199346,8.181096e-05
0.9997528,0.000107441476,8.294487e-05,5.6811903e-05
0.9995994,0.00013476153,9.209056e-05,0.00017376736
0.9994898,0.000392188,4.8710026e-05,6.926439e-05
0.99815696,0.000400438,0.00048596435,0.00095659663
0.99965584,0.00011288986,0.000121641555,0.00010961891
0.013603042,0.9817068,0.004336149,0.0003539968
0.99963105,0.000115501185,0.00012319509,0.00013020264
0.99928904,0.0003375923,0.00013430664,0.00023911714
0.9996861,0.00013793969,9.80657e-05,7.7934965e-05
0.9981863,0.0015568545,0.00018860372,6.81822e-05
0.9821644,0.011186123,0.0031628744,0.0034866636
0.9997658,0.00012497083,5.5075576e-05,5.4119362e-05
0.009128905,0.95233524,0.037386116,0.0011497345
0.999765,8.005673e-05,4.8743983e-05,0.00010623489
0.9981869,0.0014599834,6.572473e-05,0.0002874198
