0,1
0.9999783,2.1675227e-05
0.9999875,1.2476385e-05
0.9999864,1.3557627e-05
0.9999845,1.547469e-05
0.9999845,1.5502299e-05
0.9999862,1.3849068e-05
0.99998915,1.0818519e-05
0.9999263,7.361387e-05
0.9999825,1.753942e-05
0.99998343,1.6511776e-05
0.99998736,1.2636051e-05
0.9999728,2.7121574e-05
0.999966,3.4006942e-05
0.9999858,1.4142805e-05
0.9999795,2.049078e-05
0.99997854,2.1513448e-05
0.9999398,6.0250073e-05
0.9999833,1.6711349e-05
0.9999707,2.9326357e-05
0.9999621,3.7961116e-05
0.9999801,1.98546e-05
0.99997795,2.2072014e-05
0.9999621,3.787415e-05
0.99982905,0.00017095084
0.9999863,1.3677259e-05
0.9999888,1.1223726e-05
0.99997973,2.0300942e-05
0.9999757,2.43641e-05
0.999985,1.50146925e-05
0.99998343,1.6586822e-05
0.999977,2.3019238e-05
0.99998736,1.2581339e-05
0.9999832,1.6774624e-05
0.99997985,2.013628e-05
0.99998605,1.3896457e-05
0.99997663,2.335931e-05
0.99993384,6.612021e-05
0.9999794,2.0620984e-05
0.99990857,9.1420996e-05
0.99949276,0.0005071788
0.9999882,1.176847e-05
0.99996316,3.683338e-05
0.99995744,4.255078e-05
0.9988632,0.0011368153
0.9999708,2.9162482e-05
0.9999825,1.747639e-05
0.9999831,1.6948807e-05
0.99997437,2.5581732e-05
0.9999865,1.3440172e-05
0.9999362,6.378844e-05
0.99996567,3.4355988e-05
0.9998349,0.00016511757
0.9999832,1.6859754e-05
0.999979,2.0972893e-05
0.99992085,7.920237e-05
0.99995613,4.385758e-05
0.9999738,2.6271568e-05
0.99997795,2.2007382e-05
0.9999778,2.2206928e-05
0.9999459,5.4169544e-05
0.9999844,1.5603766e-05
0.9999815,1.8501712e-05
0.99998164,1.8376055e-05
0.9999871,1.28659685e-05
0.99997854,2.14204e-05
0.99987054,0.00012949
0.9999728,2.7131793e-05
0.9999844,1.5566591e-05
0.99997723,2.273757e-05
0.999979,2.1011452e-05
0.025934147,0.9740658
0.9999801,1.9916384e-05
0.99998116,1.8879255e-05
0.99997735,2.2595768e-05
0.9999633,3.6721183e-05
0.99993646,6.358698e-05
0.9999509,4.9062983e-05
0.99997723,2.2768296e-05
0.9999777,2.2257853e-05
